会合開始日,会合終了日,会合終了時刻,政策公表時刻,議事要旨公表日,金融市場調節方針,政策短期金利誘導目標水準,補完当座預金適用利率,基準割引率・基準貸付利率（公定歩合）,投票_委員1,投票_委員2,投票_委員3,投票_委員4,投票_委員5,投票_委員6,投票_委員7,投票_委員8,投票_委員9,投票_委員10,投票_委員11,投票_委員12,投票_委員13,投票_委員14,投票_委員15,投票_委員16,投票_委員17,投票_委員18,投票_委員19,投票_委員20,投票_委員21,投票_委員22,投票_委員23,投票_委員24,投票_委員25,投票_委員26,投票_委員27,投票_委員28,投票_委員29,投票_委員30,投票_委員31,投票_委員32,投票_委員33,投票_委員34,投票_委員35,投票_委員36,投票_委員37,投票_委員38,投票_委員39,投票_委員40,投票_委員41,投票_委員42,投票_委員43,投票_委員44,投票_委員45,投票_委員46,投票_委員47,投票_委員48,投票_委員49,投票_委員50,投票_委員51,投票_委員52,投票_委員53,投票_委員54
20121030,20121030,1441,1446,20121126,"無担保コールレート（オーバーナイト物）を、0～0.1％程度で推移するよう促す。
資産買い入れ等の基金を91兆円程度とする。",0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
20121119,20121120,1209,1214,20121226,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
20121219,20121220,1256,1301,20130125,"無担保コールレート（オーバーナイト物）を、0～0.1％程度で推移するよう促す。
資産買い入れ等の基金を101兆円程度とする。",0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
20130121,20130122,1242,1247,20130219,"無担保コールレート（オーバーナイト物）を、0～0.1％程度で推移するよう促す。
資産買い入れ等の基金を101兆円程度とする。
「物価安定の目標」の導入。
政府日本銀行の共同声明",0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
20130213,20130214,1234,1239,20130312,"無担保コールレート（オーバーナイト物）を、0～0.1％程度で推移するよう促す。
資産買い入れ等の基金を101兆円程度とする。",0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
20130306,20130307,1219,1224,20130409,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
20130403,20130404,1335,1340,20130502,マネタリーベースが、年間約60～70兆円に相当するペースで増加するよ う金融市場調節を行う。「マネタリーベース・コントロールの採用」,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20130426,20130426,1330,1335,20130527,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20130521,20130522,1202,1207,20130614,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20130610,20130611,1143,1148,20130717,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20130710,20130711,1142,1147,20130813,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20130807,20130808,1154,1159,20130910,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20130904,20130905,1137,1142,20131009,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20131003,20131004,1144,1149,20131106,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20131031,20131031,1309,1314,20131126,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20131120,20131121,1210,1215,20131226,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20131219,20131220,1152,1157,20140127,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20140121,20140122,1215,1220,20140221,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20140217,20140218,1223,1228,20140314,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20140310,20140311,1155,1200,20140411,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20140407,20140408,1145,1150,20140507,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20140430,20140430,1246,1251,20140526,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20140520,20140521,1136,1141,20140618,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20140612,20140613,1136,1141,20140718,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20140714,20140715,1153,1158,20140813,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20140807,20140808,1203,1208,20140909,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20140903,20140904,1202,1207,20141010,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20141006,20141007,1349,1354,20141106,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
20141031,20141031,1339,1344,20141125,マネタリーベースが、年間約80兆円に相当するペースで増加するよう金融市場調節を行う。,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
20141118,20141119,1219,1224,20141225,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
20141218,20141219,1223,1228,20150126,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
20150120,20150121,1224,1229,20150223,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
20150217,20150218,1144,1149,20150320,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
20150316,20150317,1159,1204,20150413,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
20150407,20150408,1231,1236,20150508,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
20150430,20150430,1259,1304,20150527,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
20150521,20150522,1144,1149,20150624,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
20150618,20150619,1159,1204,20150721,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
20150714,20150715,1213,1218,20150812,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
20150806,20150807,1213,1218,20150918,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
20150914,20150915,1202,1207,20151013,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
20151006,20151007,1155,1200,20151105,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
20151030,20151030,1217,1222,20151125,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
20151118,20151119,1212,1217,20151224,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
20151217,20151218,1245,1250,20160203,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
20160128,20160129,1231,1238,20160318,"「マイナス金利付き量的・質的金融緩和」の導入
金融機関が保有する日本銀行当座預金に▲0.1％のマイナス金利を適用する。
マネタリーベースが、年間約80兆円に相当するペースで増加するよう金融市場調節を行う。",0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
20160314,20160315,1228,1235,20160509,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
20160427,20160428,1154,1201,20160621,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
20160615,20160616,1138,1145,20160803,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
20160728,20160729,1237,1244,20160927,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20160920,20160921,1258,1318,20161107,"短期金利：日本銀行当座預金のうち政策金利残高に▲0.1％のマイナス金利を適用する。
長期金利：10年物国債金利が概ね現状程度（ゼロ％程度）で推移するよう、長期国債の買入れを行う。買入れ額については、概ね現状程度の買入れペース（保有残高の増加額年間約80兆円）をめどとしつつ、金利操作方針を実現するよう運営する。買入対象については、引き続き幅広い銘柄とし、平均残存期間の定めは廃止する。",0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20161031,20161101,1148,1155,20161226,"短期金利：日本銀行当座預金のうち政策金利残高に▲0.1％のマイナス金利を 適用する。 
長期金利：10 年物国債金利がゼロ％程度で推移するよう、長期国債の買入れを 行う。買入れ額については、概ね現状程度の買入れペース（保有残高の増加額年間約80兆円）をめどとしつつ、金利操作方針を実現するよう運営する。",0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20161219,20161220,1144,1151,20170203,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20170130,20170131,1149,1156,20170322,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20170315,20170316,1147,1154,20170502,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20170426,20170427,1207,1214,20170621,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20170615,20170616,1147,1154,20170725,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20170719,20170720,1203,1210,20170926,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20170920,20170921,1208,1215,20171106,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
20171030,20171031,1158,1205,20171226,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
20171220,20171221,1139,1146,20180216,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
20180122,20180123,1207,1214,20180314,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
20180308,20180309,1139,1146,20180507,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
20180426,20180427,1156,1203,20180620,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,1,0,0,0,,,,,,,,,,,
20180614,20180615,1134,1141,20180803,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,1,0,0,0,,,,,,,,,,,
20180730,20180731,1256,1303,20180925,"短期金利：日本銀行当座預金のうち政策金利残高に▲0.1％のマイナス金利を適用する。 
長期金利：10年物国債金利がゼロ％程度で推移するよう、長期国債の買入れを行う。その際、金利は、経済・物価情勢等に応じて上下にある程度変動しうるものとし、買入れ額については、保有残高の増加額年間約80兆円をめどとしつつ、弾力的な買入れを実施する。",0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,0,0,0,,,,,,,,,,,
20180918,20180919,1140,1147,20181105,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,0,0,0,,,,,,,,,,,
20181030,20181031,1201,1208,20181226,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,0,0,0,,,,,,,,,,,
20181219,20181220,1145,1152,20190128,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,0,0,0,,,,,,,,,,,
20190122,20190123,1152,1159,20190320,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,0,0,0,,,,,,,,,,,
20190314,20190315,1132,1139,20190508,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,0,0,0,,,,,,,,,,,
20190424,20190425,1220,1227,20190625,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,0,0,0,,,,,,,,,,,
20190619,20190620,1138,1145,20190802,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,0,0,0,,,,,,,,,,,
20190729,20190730,1148,1155,20190925,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,0,0,0,,,,,,,,,,,
20190919,20190920,1142,1149,20191106,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,0,0,0,,,,,,,,,,,
20191030,20191031,1225,1232,20191224,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,0,0,0,,,,,,,,,,,
20191218,20191219,1138,1145,20200124,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,0,0,0,,,,,,,,,,,
20200120,20200121,1154,1201,20200325,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,0,0,0,,,,,,,,,,,
20200316,20200316,1359,1406,20200507,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0,1,0,0,0,,,,,,,,,,,
20200427,20200427,1201,1208,20200619,"短期金利：日本銀行当座預金のうち政策金利残高に▲0.1％のマイナス金利を 適用する。 
長期金利：10年物国債金利がゼロ％程度で推移するよう、上限を設けず必要な金額の長期国債の買入れを行う。その際、金利は、経済・物価情勢等に応じて上下にある程度変動しうるものとする。",0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,1,0,0,0,0,,,,,,,,,,
20200522,20200522,2354,1001,20200619,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,1,0,0,0,0,,,,,,,,,,
20200615,20200616,1126,1133,20200720,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,1,0,0,0,0,,,,,,,,,,
20200714,20200715,1150,1157,20200924,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,1,0,0,0,0,0,,,,,,,,,
20200916,20200917,1144,1151,20201104,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,1,0,0,0,0,0,,,,,,,,,
20201028,20201029,1205,1212,20201223,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,1,0,0,0,0,0,,,,,,,,,
20201217,20201218,1206,1213,20210126,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,1,0,0,0,0,0,,,,,,,,,
20210120,20210121,1131,1138,20210324,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,1,0,0,0,0,0,,,,,,,,,
20210318,20210319,1232,1239,20210506,"短期金利：日本銀行当座預金のうち政策金利残高に▲0.1％のマイナス金利を適用する。
長期金利：10 年物国債金利がゼロ％程度で推移するよう、上限を設けず必要な金額の長期国債の買入れを行う。",0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,1,0,0,0,0,0,,,,,,,,,
20210426,20210427,1153,1200,20210623,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,1,0,0,0,0,0,0,,,,,,,,
20210617,20210618,1223,1230,20210721,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,0,0,0,0,0,,,,,,,,
20210715,20210716,1149,1156,20210928,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,0,0,0,0,0,0,,,,,,,
20210921,20210922,1140,1147,20211102,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,0,0,0,0,0,0,,,,,,,
20211027,20211028,1138,1145,20211222,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,0,0,0,0,0,0,,,,,,,
20211216,20211217,1150,1157,20220121,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,0,0,0,0,0,0,,,,,,,
20220117,20220118,1139,1146,20220324,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,0,0,0,0,0,0,,,,,,,
20220317,20220318,1144,1151,20220509,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,0,0,0,0,0,0,,,,,,,
20220427,20220428,1202,1209,20220622,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,0,0,0,0,0,0,,,,,,,
20220616,20220617,1136,1143,20220726,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,0,0,0,0,0,0,,,,,,,
20220720,20220721,1157,1204,20220928,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,0,0,0,0,0,0,,,,,,,
20220921,20220922,1144,1151,20221102,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
20221027,20221028,1143,1150,20221223,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
20221219,20221220,1154,1201,20230123,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
20230117,20230118,1133,1140,20230315,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
20230309,20230310,1123,1130,20230508,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,
20230427,20230428,1253,1300,20230621,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,
20230615,20230616,1140,1147,20230802,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,
20230727,20230728,1221,1228,20230927,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,
20230921,20230922,1145,1152,20231106,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,
20231030,20231031,1220,1227,20231222,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,
20231218,20231219,1142,1149,20240126,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,
20240122,20240123,1202,1209,20240325,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,
20240318,20240319,1228,1235,20240502,無担保コールレート（オーバーナイト物）を、0～0.1％程度で推移するよう促す。,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,,
20240425,20240426,1215,1222,20240619,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,
20240613,20240614,1216,1223,20240805,〃,0.1,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,
20240730,20240731,1249,1256,20240926,無担保コールレート（オーバーナイト物）を、0.25％程度で推移するよう促す。,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,,
20240919,20240920,1145,1152,20241106,〃,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,
20241030,20241031,1141,1148,20241224,〃,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,
20241218,20241219,1145,1152,20250129,〃,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,,
20250123,20250124,1216,1223,20250325,無担保コールレート（オーバーナイト物）を、0.5％程度で推移するよう促す。,0.5,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
20250318,20250319,1118,1125,20250508,〃,0.5,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,
20250430,20250501,1155,1202,20250620,〃,0.5,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
20250616,20250617,1224,1231,20250805,〃,0.5,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
20250730,20250731,1150,1157,20250925,〃,0.5,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
20250918,20250919,1240,1247,20251105,〃,0.5,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0
